# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RP11-372E1.6	ENSG00000241570	ENST00000607937	antisense	0	0	0	59	0	0	0	0	0	0	0	35	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21
RP11-372E1.6	ENSG00000241570	ENST00000608349	antisense	0	0	0	59	0	0	0	0	0	0	0	35	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
RP11-372E1.6	ENSG00000241570	ENST00000608686	antisense	0	0	0	63	0	0	0	0	0	0	0	35	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-372E1.7	ENSG00000241592	ENST00000468434	processed_pseudogene	0	0	0	45	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
RP11-372H2.1	ENSG00000233919	ENST00000415774	lincRNA	0	0	0	87	0	0	0	0	0	0	0	24	0	0	39	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21
RP11-373E16.1	ENSG00000213174	ENST00000398900	processed_pseudogene	0	0	0	57	0	0	0	0	0	0	0	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-373E16.3	ENSG00000244738	ENST00000497988	sense_intronic	0	0	0	103	0	0	0	0	0	0	0	42	0	0	10	0	19	0	0	0	0	0	0	0	0	0	0	0	0	32
RP11-373E16.4	ENSG00000239739	ENST00000473110	lincRNA	0	0	0	51	0	0	0	0	0	0	0	27	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	21
RP11-373I8.1	ENSG00000244382	ENST00000474598	lincRNA	1	0	0	68	0	0	0	0	0	0	0	29	0	0	11	0	2	0	0	0	1	0	0	0	0	0	0	0	0	27
RP11-375I20.6	ENSG00000260633	ENST00000568384	lincRNA	0	0	0	41	0	0	0	0	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	21
RP11-379B18.1	ENSG00000239804	ENST00000486999	processed_pseudogene	0	0	0	79	0	0	0	0	0	0	0	44	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33
RP11-379B18.3	ENSG00000241346	ENST00000492453	processed_pseudogene	0	0	0	75	0	0	0	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	42
RP11-379B18.5	ENSG00000241288	ENST00000468859	lincRNA	0	0	0	281	0	0	0	0	0	0	0	41	0	0	174	0	20	0	0	0	0	0	0	0	0	0	0	0	0	46
RP11-379B18.5	ENSG00000241288	ENST00000594843	lincRNA	0	1	0	609	0	0	0	0	0	0	0	70	0	0	491	0	1	0	0	0	0	0	1	0	0	0	0	0	0	48
RP11-379B18.5	ENSG00000241288	ENST00000597749	lincRNA	0	0	0	111	0	0	0	0	0	0	0	48	0	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	42
RP11-379B18.5	ENSG00000241288	ENST00000599176	lincRNA	0	0	0	92	0	0	0	0	0	0	0	47	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-379B18.5	ENSG00000241288	ENST00000599350	lincRNA	1	1	0	608	0	0	0	0	0	0	0	70	0	0	489	0	3	0	0	0	0	1	1	0	0	0	0	0	0	48
RP11-379B18.5	ENSG00000241288	ENST00000600280	lincRNA	0	0	0	92	0	0	0	0	0	0	0	50	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-379B18.5	ENSG00000241288	ENST00000600712	lincRNA	0	0	0	110	0	0	0	0	0	0	0	48	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	46
RP11-379B18.5	ENSG00000241288	ENST00000601985	lincRNA	1	1	0	497	0	0	0	0	0	0	0	70	0	0	388	0	2	0	0	0	0	1	1	0	0	0	0	0	0	39
RP11-379B18.5	ENSG00000241288	ENST00000608488	lincRNA	0	0	0	110	0	0	0	0	0	0	0	47	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	45
RP11-379B18.5	ENSG00000241288	ENST00000609312	lincRNA	0	1	0	110	0	0	0	0	0	0	0	48	0	0	17	0	4	0	0	0	0	0	1	0	0	0	0	0	0	42
RP11-379B18.5	ENSG00000241288	ENST00000609352	lincRNA	0	0	0	110	0	0	0	0	0	0	0	48	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	44
RP11-379B18.6	ENSG00000272840	ENST00000610060	lincRNA	0	1	0	296	0	0	0	0	0	0	0	52	0	0	184	0	1	0	0	0	0	0	1	0	0	0	0	0	0	60
RP11-379F4.1	ENSG00000243675	ENST00000460866	processed_pseudogene	0	0	0	43	0	0	0	0	0	0	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	22
RP11-379F4.4	ENSG00000240207	ENST00000465477	antisense	0	0	0	279	0	0	0	0	0	0	0	23	0	0	220	0	8	0	0	0	0	0	0	0	0	0	0	0	0	28
RP11-379F4.4	ENSG00000240207	ENST00000468242	antisense	0	0	0	228	0	0	0	0	0	0	0	24	0	0	169	0	6	0	0	0	0	0	0	0	0	0	0	0	0	29
RP11-379F4.4	ENSG00000240207	ENST00000477589	antisense	0	0	0	70	0	0	0	0	0	0	0	26	0	0	11	0	13	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-379F4.4	ENSG00000240207	ENST00000495318	antisense	0	0	0	79	0	0	0	0	0	0	0	23	0	0	24	0	5	0	0	0	0	0	0	0	0	0	0	0	0	27
RP11-379F4.4	ENSG00000240207	ENST00000496842	antisense	0	0	0	68	0	0	0	0	0	0	0	26	0	0	13	0	9	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-379F4.4	ENSG00000240207	ENST00000607426	antisense	0	0	0	69	0	0	0	0	0	0	0	29	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	34
RP11-379F4.6	ENSG00000272440	ENST00000606185	lincRNA	0	0	0	53	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-379F4.7	ENSG00000272087	ENST00000607624	lincRNA	0	0	0	51	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
RP11-379F4.8	ENSG00000271778	ENST00000606839	sense_intronic	0	0	0	43	0	0	0	0	0	0	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
RP11-379F4.9	ENSG00000272247	ENST00000607044	antisense	0	0	0	45	0	0	0	0	0	0	0	23	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	19
RP11-379K17.12	ENSG00000268220	ENST00000599781	antisense	0	0	0	56	0	0	0	0	0	0	0	20	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	31
RP11-379K17.2	ENSG00000244039	ENST00000493762	processed_pseudogene	0	0	0	59	0	0	0	0	0	0	0	32	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	23
RP11-379K17.4	ENSG00000239219	ENST00000469301	antisense	0	0	0	96	0	0	0	0	0	0	0	25	0	0	45	0	7	0	0	0	0	0	0	0	0	0	0	0	0	19
RP11-379K17.4	ENSG00000239219	ENST00000483289	antisense	0	0	0	137	0	0	0	0	0	0	0	17	0	0	75	0	30	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-379K17.4	ENSG00000239219	ENST00000487580	antisense	0	0	0	164	0	0	0	0	0	0	0	31	0	0	117	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-379K17.4	ENSG00000239219	ENST00000600502	antisense	0	1	0	114	0	0	0	0	0	0	0	25	0	0	71	0	4	0	0	0	0	0	1	0	0	0	0	0	0	15
RP11-379K17.5	ENSG00000244193	ENST00000494834	transcribed_processed_pseudogene	0	0	0	53	0	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	27
RP11-379K17.9	ENSG00000242583	ENST00000461049	processed_pseudogene	0	0	0	52	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	30
RP11-380O24.1	ENSG00000254485	ENST00000466431	antisense	0	0	0	127	0	0	0	0	0	0	0	24	0	0	67	0	5	0	0	0	0	0	0	0	0	0	0	0	0	31
RP11-380O24.1	ENSG00000254485	ENST00000491930	antisense	0	0	0	442	0	0	0	0	0	0	0	34	0	0	376	0	3	0	0	0	0	0	0	0	0	0	0	0	0	29
RP11-380O24.1	ENSG00000254485	ENST00000517687	antisense	0	0	0	96	0	0	0	0	0	0	0	25	0	0	40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30
RP11-380O24.1	ENSG00000254485	ENST00000517846	antisense	0	0	0	127	0	0	0	0	0	0	0	24	0	0	67	0	7	0	0	0	0	0	0	0	0	0	0	0	0	29
RP11-380O24.1	ENSG00000254485	ENST00000518331	antisense	0	0	0	189	0	0	0	0	0	0	0	25	0	0	133	0	5	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-381E24.1	ENSG00000241634	ENST00000489433	processed_pseudogene	0	0	0	48	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
RP11-383G6.3	ENSG00000244327	ENST00000460977	sense_overlapping	0	0	0	74	0	0	0	0	0	0	0	21	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	34
RP11-383G6.4	ENSG00000242479	ENST00000481134	processed_pseudogene	0	0	0	54	0	0	0	0	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	23
RP11-383I23.2	ENSG00000273374	ENST00000608028	lincRNA	0	0	0	60	0	0	0	0	0	0	0	28	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	16
RP11-384A12.1	ENSG00000271483	ENST00000605225	processed_pseudogene	0	0	0	60	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31
RP11-384F7.1	ENSG00000243276	ENST00000476460	lincRNA	0	1	0	297	0	0	0	0	0	0	0	14	0	0	258	0	1	0	0	0	0	0	1	0	0	0	0	0	0	25
RP11-384F7.1	ENSG00000243276	ENST00000482142	lincRNA	0	1	0	3144	0	0	0	0	0	0	0	21	0	0	3096	0	3	0	0	0	0	0	1	0	0	0	0	0	0	25
RP11-384F7.2	ENSG00000239268	ENST00000484092	lincRNA	0	0	0	1712	0	0	0	0	0	0	0	26	0	0	1661	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23
RP11-384L8.1	ENSG00000261572	ENST00000565519	sense_intronic	0	0	0	65	0	0	0	0	0	0	0	29	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	24
RP11-384L8.2	ENSG00000270377	ENST00000603159	processed_pseudogene	0	0	0	40	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
RP11-385J1.2	ENSG00000237978	ENST00000421498	antisense	0	1	0	339	0	0	0	0	0	0	0	30	0	0	282	0	3	0	0	0	0	0	1	0	0	0	0	0	0	25
RP11-385J1.2	ENSG00000237978	ENST00000425330	antisense	0	1	0	735	0	0	0	0	0	0	0	32	0	0	690	0	1	0	0	0	0	0	1	0	0	0	0	0	0	13
RP11-385J1.2	ENSG00000237978	ENST00000432385	antisense	0	1	0	852	0	0	0	0	0	0	0	31	0	0	804	0	3	0	0	0	0	0	1	0	0	0	0	0	0	15
RP11-385J1.2	ENSG00000237978	ENST00000437488	antisense	0	2	0	1953	0	0	0	0	0	0	0	26	0	0	1913	0	3	0	0	0	0	0	2	0	0	0	0	0	0	13
RP11-385J1.2	ENSG00000237978	ENST00000451742	antisense	0	1	0	742	0	0	0	0	0	0	0	33	0	0	696	0	1	0	0	0	0	0	1	0	0	0	0	0	0	13
RP11-389G6.3	ENSG00000261292	ENST00000562191	sense_overlapping	0	0	0	41	0	0	0	0	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-38P22.2	ENSG00000241732	ENST00000460407	lincRNA	0	0	0	49	0	0	0	0	0	0	0	25	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-390G14.1	ENSG00000248557	ENST00000505008	processed_pseudogene	0	0	0	50	0	0	0	0	0	0	0	21	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25
RP11-391M1.4	ENSG00000272452	ENST00000607057	lincRNA	0	0	0	79	0	0	0	0	0	0	0	32	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	33
RP11-392O18.2	ENSG00000271711	ENST00000604339	processed_pseudogene	0	0	0	44	0	0	0	0	0	0	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	21
RP11-393B14.2	ENSG00000271682	ENST00000604762	processed_pseudogene	0	0	0	85	0	0	0	0	0	0	0	27	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	53
RP11-393N4.1	ENSG00000232601	ENST00000411665	processed_pseudogene	0	0	0	76	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	43
RP11-393N4.2	ENSG00000213169	ENST00000435269	processed_pseudogene	0	0	0	65	0	0	0	0	0	0	0	34	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-395P16.1	ENSG00000235695	ENST00000427885	processed_pseudogene	0	0	0	28	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-397K18.1	ENSG00000241257	ENST00000485133	processed_pseudogene	0	0	0	37	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
RP11-398A8.1	ENSG00000242609	ENST00000467189	processed_pseudogene	0	0	0	56	0	0	0	0	0	0	0	21	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	30
RP11-398A8.2	ENSG00000239350	ENST00000479379	processed_pseudogene	0	0	0	59	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32
RP11-398A8.4	ENSG00000273461	ENST00000608555	lincRNA	0	1	0	101	0	0	0	0	0	0	0	25	0	0	42	0	2	0	0	0	0	0	1	0	0	0	0	0	0	33
RP11-398A8.4	ENSG00000273461	ENST00000610188	lincRNA	0	1	0	109	0	0	0	0	0	0	0	22	0	0	51	0	4	0	0	0	0	0	1	0	0	0	0	0	0	33
RP11-39E3.3	ENSG00000250592	ENST00000504737	antisense	0	0	0	166	0	0	0	0	0	0	0	22	0	0	120	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23
RP11-39E3.4	ENSG00000249098	ENST00000506407	processed_pseudogene	0	0	0	46	0	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
RP11-39E3.5	ENSG00000251579	ENST00000505214	processed_pseudogene	0	0	0	57	0	0	0	0	0	0	0	28	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-3B7.1	ENSG00000225399	ENST00000440528	protein_coding	0	2	1	22	0	0	2	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	10
RP11-3B7.7	ENSG00000270538	ENST00000604776	processed_pseudogene	0	0	0	22	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
RP11-3K16.1	ENSG00000244381	ENST00000484597	processed_pseudogene	0	0	0	55	0	0	0	0	0	0	0	30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23
RP11-3K16.2	ENSG00000242795	ENST00000469794	sense_intronic	0	1	0	79	0	0	0	0	0	0	0	23	0	0	33	0	2	0	0	0	0	0	1	0	0	0	0	0	0	22
RP11-3P17.3	ENSG00000234851	ENST00000438478	processed_pseudogene	0	0	0	54	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32
RP11-3P17.3	ENSG00000234851	ENST00000471152	processed_pseudogene	0	0	0	54	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	32
RP11-3P17.4	ENSG00000240567	ENST00000473595	lincRNA	1	0	0	177	0	0	0	0	0	0	0	27	0	0	118	0	15	0	0	0	0	1	0	0	0	0	0	0	0	18
RP11-3P17.5	ENSG00000269888	ENST00000602890	lincRNA	0	0	0	54	0	0	0	0	0	0	0	32	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-402J7.2	ENSG00000244720	ENST00000489836	processed_pseudogene	1	0	0	35	0	0	0	0	0	0	0	16	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	15
RP11-402L6.1	ENSG00000251011	ENST00000504993	antisense	0	2	0	101	0	0	0	0	0	0	0	28	0	0	42	0	2	0	0	0	0	0	2	0	0	0	0	0	0	31
RP11-402L6.1	ENSG00000251011	ENST00000505721	antisense	0	1	0	100	0	0	0	0	0	0	0	27	0	0	36	0	7	0	0	0	0	0	1	0	0	0	0	0	0	31
RP11-404G16.2	ENSG00000244062	ENST00000474389	processed_pseudogene	0	0	0	72	0	0	0	0	0	0	0	30	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	19
RP11-407B7.1	ENSG00000230102	ENST00000420947	lincRNA	0	0	0	329	0	0	0	0	0	0	0	46	0	0	243	0	4	0	0	0	0	0	0	0	0	0	0	0	0	36
RP11-407B7.1	ENSG00000230102	ENST00000432154	lincRNA	0	2	0	136	0	0	0	0	0	0	0	17	0	0	85	0	9	0	0	0	0	0	2	0	0	0	0	0	0	27
RP11-407B7.1	ENSG00000230102	ENST00000443776	lincRNA	0	2	0	76	0	0	0	0	0	0	0	17	0	0	25	0	2	0	0	0	0	0	2	0	0	0	0	0	0	34
RP11-407B7.1	ENSG00000230102	ENST00000449350	lincRNA	0	1	0	432	0	0	0	0	0	0	0	31	0	0	362	0	13	0	0	0	0	0	1	0	0	0	0	0	0	27
RP11-407B7.1	ENSG00000230102	ENST00000458224	lincRNA	0	0	0	458	0	0	0	0	0	0	0	32	0	0	395	0	4	0	0	0	0	0	0	0	0	0	0	0	0	27
RP11-407B7.1	ENSG00000230102	ENST00000593326	lincRNA	0	0	0	72	0	0	0	0	0	0	0	35	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
RP11-407B7.1	ENSG00000230102	ENST00000593559	lincRNA	0	0	0	72	0	0	0	0	0	0	0	36	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
RP11-407B7.1	ENSG00000230102	ENST00000597775	lincRNA	0	0	0	72	0	0	0	0	0	0	0	36	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
RP11-407B7.1	ENSG00000230102	ENST00000597974	lincRNA	0	0	0	67	0	0	0	0	0	0	0	18	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35
RP11-407B7.1	ENSG00000230102	ENST00000598535	lincRNA	0	1	0	71	0	0	0	0	0	0	0	33	0	0	19	0	3	0	0	0	0	0	1	0	0	0	0	0	0	17
RP11-407B7.1	ENSG00000230102	ENST00000599153	lincRNA	0	0	0	69	0	0	0	0	0	0	0	35	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
RP11-407B7.1	ENSG00000230102	ENST00000599441	lincRNA	0	0	0	345	0	0	0	0	0	0	0	32	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
RP11-407B7.1	ENSG00000230102	ENST00000599735	retained_intron	0	0	0	67	0	0	0	0	0	0	0	18	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	34
RP11-407B7.1	ENSG00000230102	ENST00000601524	retained_intron	0	2	0	65	0	0	0	0	0	0	0	18	0	0	10	0	4	0	0	0	0	0	2	0	0	0	0	0	0	35
RP11-407B7.1	ENSG00000230102	ENST00000601913	lincRNA	0	0	0	72	0	0	0	0	0	0	0	36	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
RP11-407B7.1	ENSG00000230102	ENST00000609015	lincRNA	0	2	0	86	0	0	0	0	0	0	0	17	0	0	35	0	1	0	0	0	0	0	2	0	0	0	0	0	0	35
RP11-407B7.1	ENSG00000230102	ENST00000609304	lincRNA	0	2	0	70	0	0	0	0	0	0	0	18	0	0	28	0	5	0	0	0	0	0	2	0	0	0	0	0	0	21
RP11-407B7.1	ENSG00000230102	ENST00000609933	lincRNA	0	3	0	87	0	0	0	0	0	0	0	18	0	0	45	0	3	0	0	0	0	0	3	0	0	0	0	0	0	24
RP11-408H1.3	ENSG00000223387	ENST00000418839	lincRNA	0	0	0	153	0	0	0	0	0	0	0	66	0	0	6	0	39	0	0	0	0	0	0	0	0	0	0	0	0	42
RP11-408H1.3	ENSG00000223387	ENST00000424941	lincRNA	0	0	0	322	0	0	0	0	0	0	0	40	0	0	238	0	7	0	0	0	0	0	0	0	0	0	0	0	0	37
RP11-408H1.3	ENSG00000223387	ENST00000441185	lincRNA	0	0	0	322	0	0	0	0	0	0	0	40	0	0	239	0	2	0	0	0	0	0	0	0	0	0	0	0	0	41
RP11-40M23.1	ENSG00000214405	ENST00000478270	processed_pseudogene	0	0	0	94	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
RP11-413E6.1	ENSG00000243422	ENST00000492925	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-413E6.2	ENSG00000239383	ENST00000481669	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-415F23.2	ENSG00000271964	ENST00000607464	antisense	0	0	0	81	0	0	0	0	0	0	0	47	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	31
RP11-415F23.3	ENSG00000272498	ENST00000607363	antisense	0	0	0	54	0	0	0	0	0	0	0	24	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-415F23.4	ENSG00000272529	ENST00000606713	antisense	0	0	0	57	0	0	0	0	0	0	0	26	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23
RP11-416O18.1	ENSG00000242512	ENST00000467313	lincRNA	0	0	0	121	0	0	0	0	0	0	0	19	0	0	83	0	4	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-416O18.1	ENSG00000242512	ENST00000474045	lincRNA	0	0	0	246	0	0	0	0	0	0	0	20	0	0	199	0	12	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-416O18.1	ENSG00000242512	ENST00000476815	lincRNA	0	0	0	116	0	0	0	0	0	0	0	18	0	0	80	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-416O18.1	ENSG00000242512	ENST00000482787	lincRNA	0	0	0	282	0	0	0	0	0	0	0	26	0	0	199	0	42	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-416O18.1	ENSG00000242512	ENST00000490001	lincRNA	0	0	0	236	0	0	0	0	0	0	0	23	0	0	193	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-416O18.1	ENSG00000242512	ENST00000596820	lincRNA	0	0	0	116	0	0	0	0	0	0	0	15	0	0	81	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-416O18.1	ENSG00000242512	ENST00000600750	lincRNA	0	0	0	116	0	0	0	0	0	0	0	15	0	0	81	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15
RP11-416O18.1	ENSG00000242512	ENST00000608042	lincRNA	0	0	0	54	0	0	0	0	0	0	0	19	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28
RP11-416O18.1	ENSG00000242512	ENST00000608102	lincRNA	0	0	0	49	0	0	0	0	0	0	0	15	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28
RP11-416O18.1	ENSG00000242512	ENST00000608336	lincRNA	0	0	0	64	0	0	0	0	0	0	0	16	0	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0	24
RP11-416O18.1	ENSG00000242512	ENST00000609052	lincRNA	0	0	0	69	0	0	0	0	0	0	0	15	0	0	28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	20
RP11-416O18.1	ENSG00000242512	ENST00000609168	lincRNA	0	0	0	54	0	0	0	0	0	0	0	19	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28
RP11-416O18.1	ENSG00000242512	ENST00000609852	lincRNA	0	0	0	60	0	0	0	0	0	0	0	15	0	0	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	24
RP11-416O18.2	ENSG00000240478	ENST00000462382	lincRNA	0	0	0	75	0	0	0	0	0	0	0	9	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
RP11-418B12.1	ENSG00000240792	ENST00000477099	lincRNA	0	0	0	89	0	0	0	0	0	0	0	34	0	0	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	29
RP11-420J11.1	ENSG00000239880	ENST00000493579	processed_pseudogene	0	0	0	78	0	0	0	0	0	0	0	46	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	18
RP11-420J11.2	ENSG00000241696	ENST00000464537	lincRNA	0	0	0	94	0	0	0	0	0	0	0	28	0	0	31	0	3	0	0	0	0	0	0	0	0	0	0	0	0	32
RP11-420J11.2	ENSG00000241696	ENST00000488262	lincRNA	0	0	0	95	0	0	0	0	0	0	0	28	0	0	30	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31
RP11-423E7.1	ENSG00000237483	ENST00000452665	processed_pseudogene	0	0	0	60	0	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
RP11-424I3.1	ENSG00000271249	ENST00000603970	processed_pseudogene	0	0	0	35	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16
RP11-424N24.2	ENSG00000271937	ENST00000607510	antisense	0	0	0	50	0	0	0	0	0	0	0	17	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	28
RP11-427P5.2	ENSG00000238013	ENST00000432156	processed_pseudogene	0	0	0	32	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14
RP11-42D20.1	ENSG00000233565	ENST00000451924	processed_pseudogene	0	0	0	62	0	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26
RP11-430L16.1	ENSG00000234238	ENST00000449845	lincRNA	0	0	0	271	0	0	0	0	0	0	0	32	0	0	203	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35
RP11-431I8.1	ENSG00000244078	ENST00000490320	antisense	0	0	0	47	0	0	0	0	0	0	0	21	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20
